"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"27/09/2023","953,32","952,40","961,51","950,07","4,32B","0,10%"
"26/09/2023","952,40","962,55","966,41","950,33","7,29B","-1,06%"
"25/09/2023","962,60","968,18","970,09","962,60","3,14B","-0,57%"
"22/09/2023","968,15","966,66","973,96","965,03","2,43B","0,15%"
"21/09/2023","966,66","970,43","972,77","964,66","3,15B","-0,39%"
"20/09/2023","970,43","965,04","978,71","965,04","3,72B","0,56%"
"19/09/2023","965,04","955,91","968,39","955,73","2,22B","0,96%"
"18/09/2023","955,85","961,20","964,40","955,04","3,61B","-0,56%"
"15/09/2023","961,20","955,59","966,14","953,51","8,40B","0,59%"
"14/09/2023","955,61","954,20","958,06","951,33","3,33B","0,15%"
"13/09/2023","954,23","953,49","954,41","947,79","3,63B","0,08%"
"12/09/2023","953,46","958,72","960,68","952,30","3,82B","-0,55%"
"11/09/2023","958,72","952,38","958,72","949,22","5,59B","0,67%"
"08/09/2023","952,38","959,47","961,06","947,61","3,24B","-0,74%"
"07/09/2023","959,47","967,22","967,71","954,40","7,64B","-0,80%"
"06/09/2023","967,19","968,67","973,53","967,19","3,21B","-0,15%"
"05/09/2023","968,67","969,92","972,38","965,76","2,53B","-0,13%"
"04/09/2023","969,92","966,99","972,01","965,90","2,32B","0,31%"
"01/09/2023","966,96","962,25","970,29","961,65","3,13B","0,49%"
"31/08/2023","962,25","963,92","967,12","957,47","9,77B","-0,17%"
"30/08/2023","963,92","964,11","973,52","963,92","3,55B","-0,01%"
"29/08/2023","964,03","958,28","965,43","958,28","7,10B","0,60%"
"28/08/2023","958,28","956,80","962,74","956,80","2,33B","0,16%"
"25/08/2023","956,72","956,34","958,71","951,95","2,96B","0,04%"
"24/08/2023","956,34","960,13","963,71","956,34","3,76B","-0,39%"
"23/08/2023","960,13","962,96","967,66","960,13","4,37B","-0,29%"
"22/08/2023","962,96","953,74","965,68","952,54","3,51B","0,97%"
"21/08/2023","953,74","956,74","961,25","953,74","4,97B","-0,31%"
"18/08/2023","956,71","963,77","963,77","956,71","3,65B","-0,75%"
"16/08/2023","963,91","966,25","966,25","955,59","5,00B","-0,24%"
"15/08/2023","966,25","968,72","969,93","963,06","5,51B","-0,25%"
"14/08/2023","968,66","964,35","968,66","954,17","3,32B","0,45%"
"11/08/2023","964,35","966,48","968,89","962,24","4,77B","-0,22%"
"10/08/2023","966,48","965,30","971,41","964,62","6,02B","0,12%"
"09/08/2023","965,30","961,86","968,20","961,86","9,88B","0,36%"
"08/08/2023","961,86","966,43","970,42","960,85","4,87B","-0,47%"
"07/08/2023","966,40","958,97","969,81","958,97","3,04B","0,77%"
"04/08/2023","958,97","967,06","969,98","958,97","2,47B","-0,83%"
"03/08/2023","967,03","960,14","972,24","956,87","2,98B","0,72%"
"02/08/2023","960,14","963,46","963,46","956,63","4,11B","-0,34%"
"01/08/2023","963,46","965,57","968,30","961,32","3,94B","-0,22%"
"31/07/2023","965,62","961,66","966,93","960,45","4,44B","0,41%"
"28/07/2023","961,66","959,30","961,66","954,06","2,74B","0,25%"
"27/07/2023","959,27","969,29","973,50","959,27","3,01B","-1,03%"
"26/07/2023","969,29","963,85","969,89","962,95","3,32B","0,56%"
